# Lambda phage dsDNA (48.5 kb)
# Buffer conditions: 500 mM NaCl, 10 mM Tris-HCl (pH 7.6)
# Bead diameter (um): 3.05
# Original file: 20130903-141620 050Mg 500NaCl #009-001
# Original file ID: 96D00DE0-57C0-477D-98CC-1092F603FAF0
Bead-to-bead distance (um),Force (pN)
22.708,71.708
22.704,71.909
22.724,71.985
22.728,71.979
22.737,72.117
22.742,72.172
22.749,72.048
22.767,72.293
22.781,72.372
22.783,72.3
22.782,71.964
22.797,72.193
22.801,72.205
22.817,72.17
22.836,72.39
22.838,72.143
22.851,72.476
22.855,72.628
22.854,72.422
22.858,72.424
22.874,72.272
22.878,72.417
22.894,72.218
22.892,72.112
22.911,72.395
22.912,72.271
22.926,72.467
22.934,72.531
22.947,72.455
22.948,72.123
22.966,72.138
22.968,71.798
22.981,71.96
22.989,72.287
22.987,72.263
22.99,72.353
23.004,72.414
23.004,72.526
23.024,72.115
23.023,72.038
23.023,72.026
23.037,72.4
23.044,72.275
23.043,71.872
23.051,72.115
23.068,71.924
23.082,71.939
23.084,72.146
23.098,72.243
23.102,72.028
23.101,72.263
23.115,72.057
23.132,72.204
23.139,72.351
23.148,72.226
23.159,72.263
23.16,72.102
23.175,72.352
23.178,72.353
23.193,72.346
23.195,72.281
23.212,72.386
23.214,72.094
23.229,72.002
23.235,72.334
23.235,72.205
23.242,72.136
23.253,72.207
23.256,72.126
23.272,72.287
23.27,72.396
23.292,72.573
23.291,72.377
23.309,72.385
23.326,72.294
23.326,72.326
23.341,72.602
23.347,72.537
23.357,72.446
23.363,72.411
23.372,72.23
23.386,72.2
23.382,72.485
23.384,72.088
23.399,72.413
23.407,72.418
23.421,72.345
23.422,72.376
23.437,72.652
23.439,72.341
23.447,72.453
23.458,72.619
23.459,72.354
23.476,72.373
23.494,72.627
23.497,72.33
23.513,72.529
23.517,72.186
23.526,72.46
23.535,72.465
23.53,72.448
23.53,72.634
23.536,72.279
23.549,72.26
23.571,72.23
23.572,72.285
23.588,72.597
23.591,72.341
23.605,72.25
23.606,72.223
