# Lambda phage dsDNA (48.5 kb)
# Buffer conditions: 500 mM NaCl, 10 mM Tris-HCl (pH 7.6)
# Bead diameter (um): 3.05
# Original file: 20130903-135158 050Mg 500NaCl #005-001
# Original file ID: 88B9CB79-37F1-4343-9B91-D3095E79EF25
Bead-to-bead distance (um),Force (pN)
21.812,68.381
21.815,68.307
21.817,68.093
21.822,68.15
21.834,68.17
21.833,68.248
21.852,68.589
21.852,68.428
21.867,68.935
21.867,68.304
21.887,68.313
21.89,68.16
21.902,68.454
21.92,68.53
21.927,68.429
21.929,68.091
21.941,67.95
21.949,68.347
21.956,68.256
21.964,68.175
21.969,68.254
21.988,68.391
22.003,68.182
22.001,68.29
22.019,68.145
22.021,68.073
22.034,68.255
22.038,68.139
22.047,68.284
22.058,68.169
22.07,68.402
22.079,68.447
22.075,68.458
22.079,68.262
22.095,68.281
22.113,68.25
22.112,68.205
22.128,68.578
22.133,68.392
22.131,68.273
22.144,68.126
22.163,68.383
22.172,68.427
22.176,68.479
22.188,68.479
22.188,68.489
22.187,68.34
22.19,68.381
22.206,68.586
22.21,68.145
22.219,68.656
22.238,68.612
22.248,68.247
22.252,68.443
22.269,68.24
22.269,68.326
22.285,68.219
22.286,68.661
22.302,68.455
22.3,68.241
22.322,68.311
22.319,68.299
22.34,68.673
22.342,68.402
22.341,68.718
22.353,68.563
22.359,68.564
22.369,68.618
22.382,68.464
22.397,68.553
22.4,68.201
22.397,68.514
22.416,68.572
22.415,68.493
22.424,68.216
22.443,68.588
22.46,68.169
22.475,68.527
22.477,68.367
22.492,68.475
22.493,68.551
22.492,68.457
22.511,68.257
22.527,68.628
22.532,68.668
22.541,68.606
22.55,68.817
22.554,68.691
22.568,68.639
22.568,68.26
22.585,68.293
22.587,68.679
22.608,68.592
22.604,68.598
22.62,68.66
22.64,68.502
22.642,68.333
22.642,68.556
22.658,68.673
22.661,68.65
22.666,68.064
22.684,68.319
22.702,68.201
22.704,68.365
22.719,68.799
22.719,68.238
22.734,68.742
22.74,68.463
22.748,68.763
22.756,68.448
22.761,68.508
22.774,68.328
22.777,68.889
22.793,68.692
