# Lambda phage dsDNA (48.5 kb)
# Buffer conditions: 500 mM NaCl, 10 mM Tris-HCl (pH 7.6)
# Bead diameter (um): 3.05
# Original file: 20130903-144939 150Mg 500NaCl #001-001
# Original file ID: 20487637-621C-4FA4-AA35-866E65754ECD
Bead-to-bead distance (um),Force (pN)
21.901,72.407
21.918,72.475
21.922,72.865
21.918,72.96
21.929,73.287
21.937,73.387
21.938,72.949
21.957,72.634
21.958,72.655
21.977,72.796
21.993,72.92
21.999,72.854
22.006,72.722
22.016,72.92
22.018,73.186
22.013,72.81
22.024,72.978
22.038,73.05
22.055,73.299
22.053,73.188
22.053,73.056
22.07,73.025
22.096,73.211
22.096,72.874
22.097,73.218
22.111,73.324
22.118,73.164
22.13,73.095
22.131,72.517
22.149,73.103
22.151,73.267
22.167,73.327
22.169,73.29
22.183,73.091
22.184,73.045
22.185,73.215
22.2,73.131
22.205,73.247
22.217,73.413
22.227,73.267
22.23,73.429
22.245,73.363
22.257,72.764
22.265,73.3
22.284,73.165
22.274,72.916
22.297,73.441
22.302,73.178
22.315,73.064
22.32,73.265
22.338,73.442
22.336,73.408
22.337,73.616
22.346,73.087
22.362,72.759
22.362,72.899
22.38,72.957
22.375,73.027
22.396,73.351
22.395,73.174
22.411,73.614
22.414,73.403
22.425,73.491
22.433,73.23
22.445,73.123
22.453,72.988
22.462,73.473
22.472,73.511
22.473,73.5
22.471,72.999
22.487,73.158
22.488,73.452
22.487,73.121
22.506,73.428
22.508,73.54
22.525,73.26
22.543,73.301
22.543,73.182
22.559,73.819
22.565,73.287
22.57,73.062
22.581,73.106
22.58,73.537
22.59,73.469
22.597,73.789
22.602,73.596
22.614,72.995
22.635,73.525
22.636,73.349
22.65,73.453
22.659,73.315
22.665,73.447
22.676,73.275
22.685,73.509
22.688,73.566
22.701,73.342
22.71,73.636
22.718,73.37
22.727,73.364
22.732,73.514
22.746,73.329
22.761,73.828
22.769,73.63
22.773,73.667
22.782,72.848
22.788,73.948
22.809,73.594
22.804,73.36
22.826,73.808
22.842,73.218
22.842,73.798
22.862,73.663
22.859,73.599
22.876,73.564
22.879,73.306
22.88,73.549
22.879,73.669
22.891,73.547
22.905,73.191
22.917,73.345
22.922,73.811
22.938,73.817
22.937,73.898
22.952,73.323
22.955,73.549
22.97,73.721
22.97,73.504
22.989,73.403
22.99,73.605
22.993,73.322
23.001,73.367
23.013,73.716
23.013,73.346
23.033,73.492
23.03,73.243
23.048,73.194
23.07,73.54
23.071,73.151
23.083,73.453
23.088,73.371
23.099,73.477
23.106,73.045
23.117,73.553
23.128,73.832
23.128,73.376
23.144,73.637
23.146,73.56
23.144,73.93
23.163,73.609
23.162,73.352
23.181,73.828
23.181,73.349
23.195,73.366
23.203,73.41
23.216,73.373
23.223,73.712
23.224,73.245
23.221,72.938
23.22,73.233
23.231,73.672
23.242,73.396
23.242,73.548
23.263,73.321
23.278,74.2
23.279,73.73
23.292,73.838
23.294,73.708
23.297,74.132
23.313,74.01
23.322,73.452
23.331,73.683
23.339,73.366
23.355,73.37
23.359,73.762
23.375,73.731
23.374,74.025
23.37,73.805
23.388,73.728
23.389,73.846
23.411,73.616
23.419,73.766
23.431,73.336
23.436,73.38
23.448,73.701
23.453,73.524
23.468,73.547
23.469,73.495
23.487,73.405
23.488,73.712
23.485,73.803
23.502,73.791
23.505,73.446
23.519,73.593
23.53,73.638
23.54,73.536
23.541,74.058
23.546,73.636
23.557,74.038
23.562,74.148
23.576,73.467
23.594,73.73
23.598,73.69
23.61,73.892
23.616,73.929
23.628,73.552
23.634,73.94
23.639,74.056
23.651,74.06
23.649,74.097
