# Lambda phage dsDNA (48.5 kb)
# Buffer conditions: 500 mM NaCl, 10 mM Tris-HCl (pH 7.6)
# Bead diameter (um): 3.05
# Original file: 20130903-133004 050Mg 500NaCl #001-001
# Original file ID: F63FE83C-F34E-47A6-8137-5F22A6D5C57B
Bead-to-bead distance (um),Force (pN)
19.254,15.086
19.254,15.485
19.254,15.595
19.267,15.829
19.271,16.209
19.277,16.567
19.289,16.61
19.299,16.978
19.302,17.122
19.313,17.569
19.314,17.426
19.328,17.575
19.326,18.127
19.328,18.547
19.338,18.58
19.354,18.983
19.358,19.488
19.366,19.23
19.373,19.239
19.371,20.051
19.374,20.16
19.383,20.447
19.385,20.31
19.398,21.103
19.399,21.024
19.412,21.527
19.415,21.833
19.422,22.085
19.427,22.636
19.439,22.65
19.442,23.056
19.449,23.26
19.458,23.722
19.459,23.877
19.469,23.746
19.471,24.238
19.47,24.307
19.481,24.989
19.484,25.015
19.492,25.586
19.499,26.172
19.505,26.536
19.518,26.624
19.528,27.156
19.528,27.286
19.539,27.041
19.539,27.313
19.54,27.068
19.539,27.369
19.538,27.841
19.535,28.018
19.548,28.261
19.551,28.912
19.556,29.149
19.568,29.47
19.577,29.992
19.577,30.235
19.593,30.997
19.593,30.816
19.604,31.559
19.607,31.539
19.618,32.236
19.618,32.44
19.629,32.845
19.633,33.269
19.639,33.233
19.644,33.599
19.645,34.114
19.648,34.352
19.66,34.912
19.659,34.934
19.672,35.79
19.67,35.825
19.682,36.527
19.682,37.239
19.695,37.471
19.707,38.136
19.711,38.31
19.719,38.855
19.725,39.172
19.735,39.522
19.74,40.175
19.743,40.067
19.749,40.221
19.748,41.109
19.752,40.925
19.762,41.643
19.763,41.888
19.776,42.608
19.776,42.657
19.788,43.547
19.789,43.527
19.799,44.168
19.807,44.386
19.815,44.671
19.816,44.879
19.818,45.205
19.827,45.412
19.831,46.299
19.832,46.913
19.845,47.092
19.859,47.623
19.858,47.813
19.869,47.892
19.873,48.427
19.873,49.206
19.882,49.546
19.894,49.686
19.901,50.284
19.905,50.287
19.916,50.915
19.917,51.223
19.932,50.966
19.928,51.704
19.928,51.805
19.942,52.266
19.946,52.882
19.954,53.349
19.966,53.559
19.977,54.13
19.977,53.926
19.991,54.78
19.992,54.613
20.006,55.182
20.005,55.319
20.018,55.254
20.024,55.964
20.021,56.09
20.03,56.453
20.038,56.884
20.046,57.304
20.054,57.119
20.07,57.071
20.071,57.973
20.072,57.923
20.081,58.597
20.087,58.662
20.096,58.647
20.1,59.041
20.111,59.186
20.117,59.451
20.127,59.662
20.134,60.345
20.137,60.041
20.15,59.733
20.15,60.056
20.153,60.425
20.151,60.87
20.165,61.188
20.176,61.15
20.181,61.129
20.189,61.509
20.198,61.614
20.205,61.689
20.219,61.758
20.222,62.058
20.235,62.36
20.233,62.587
20.248,62.316
20.249,62.759
20.249,62.498
20.266,62.263
20.269,62.852
20.277,63.109
20.294,62.973
20.302,63.402
20.308,63.235
20.317,63.177
20.318,63.768
20.322,64.041
20.336,63.794
20.352,64.105
20.351,64.17
20.368,64.682
20.369,64.373
20.38,64.588
20.385,64.649
20.387,64.762
20.389,64.871
20.403,64.746
20.403,64.946
20.424,65.7
20.421,65.759
20.433,65.753
20.435,65.461
20.446,65.607
20.455,65.721
20.463,65.488
20.47,65.507
20.482,65.951
20.49,65.495
20.492,65.752
20.494,66.099
20.492,66.237
20.507,66.376
20.518,66.01
20.522,66.005
20.52,66.039
20.525,66.286
20.531,65.919
20.547,66.453
20.561,66.517
20.558,66.353
20.573,66.745
20.576,66.338
20.588,66.994
20.594,66.972
20.602,66.593
20.611,66.725
20.619,66.607
20.628,66.97
20.636,67.194
20.645,67.106
20.663,67.008
20.662,66.958
20.681,67.465
20.681,67.007
20.692,67.207
20.699,67.439
20.706,67.141
20.722,67.081
20.73,67.303
20.74,67.216
20.753,67.471
20.754,67.253
20.766,67.722
20.768,67.577
20.779,67.852
20.783,67.372
20.791,67.416
20.813,67.269
20.822,67.745
20.831,67.838
20.837,67.979
20.841,67.963
20.853,67.715
20.853,67.432
20.871,67.335
20.875,67.409
20.893,67.434
20.895,67.652
20.893,67.424
20.898,67.635
20.91,67.436
20.913,67.659
20.931,67.684
20.931,67.647
20.949,67.892
20.948,67.463
20.963,67.706
20.984,67.702
20.983,67.337
21.002,67.751
21.003,68.045
21.001,67.568
21.003,67.456
21.008,67.757
21.007,68.331
21.008,68.041
21.019,67.923
21.021,67.681
21.034,67.959
21.057,67.953
21.059,67.978
21.067,67.915
21.074,67.881
21.089,67.917
21.096,67.898
21.1,67.967
21.115,67.643
21.118,67.795
21.137,67.718
21.133,67.797
21.133,67.6
21.152,67.771
21.153,67.961
21.166,67.987
21.181,67.788
21.192,67.663
21.197,67.75
21.21,67.846
21.21,67.894
21.215,67.888
21.23,68.274
21.246,67.799
21.246,67.97
21.267,67.709
21.265,68.216
21.267,67.963
21.264,67.576
21.279,67.957
21.286,67.828
21.292,68.36
21.308,67.691
21.321,68.042
21.325,68.06
21.339,68.405
21.341,67.904
21.359,67.885
21.358,67.916
21.378,67.991
21.378,68.163
21.391,68.182
21.395,68.321
21.395,68.064
21.401,68.052
21.414,68.316
21.421,68.451
21.429,68.049
21.448,68.181
21.452,67.983
21.453,68.278
21.466,68.084
21.476,68.057
21.489,68.311
21.494,68.312
