# Lambda phage dsDNA (48.5 kb)
# Buffer conditions: 500 mM NaCl, 10 mM Tris-HCl (pH 7.6)
# Bead diameter (um): 3.05
# Original file: 20130903-143429 050Mg 500NaCl #012-001
# Original file ID: F98106BC-4D34-4225-9391-13E7A02B3DB0
Bead-to-bead distance (um),Force (pN)
21.768,69.145
21.766,69.152
21.772,69.521
21.784,69.578
21.8,69.308
21.803,69.336
21.803,69.628
21.817,69.39
21.822,69.39
21.831,69.389
21.849,69.626
21.856,69.171
21.863,69.81
21.875,69.435
21.881,69.708
21.893,69.976
21.895,69.278
21.91,69.214
21.918,69.377
21.937,69.537
21.933,69.695
21.949,69.288
21.95,69.489
21.951,69.06
21.959,69.244
21.969,69.034
21.979,68.825
21.99,69.213
21.995,69.042
22.011,69.352
22.013,68.889
22.029,69.421
22.048,69.266
22.047,69.246
22.059,69.181
22.065,69.519
22.066,69.019
22.066,69.013
22.073,68.902
22.085,69.325
22.088,69.871
22.107,69.369
22.118,69.368
22.121,69.55
22.132,69.497
22.138,69.471
22.147,69.782
22.159,70.185
22.166,69.269
22.175,69.664
22.185,69.961
22.199,69.865
22.198,69.851
22.199,69.688
22.212,69.729
22.218,69.593
22.227,69.135
22.246,69.338
22.257,69.725
22.255,69.61
22.261,69.658
22.278,69.546
22.292,69.422
22.295,69.555
22.296,69.216
22.311,69.683
22.313,69.441
22.327,69.51
22.33,69.4
22.344,69.797
22.36,70.263
22.368,69.462
22.375,69.706
22.389,69.714
22.393,69.522
22.405,69.955
22.412,69.771
22.422,69.859
22.427,70.163
22.442,70.112
22.443,69.906
22.458,70.051
22.462,69.96
22.462,69.75
22.48,70.07
22.48,70.121
22.496,69.783
22.509,70.187
22.517,69.587
22.525,69.787
22.537,69.249
22.555,69.613
22.56,69.824
22.574,69.699
22.574,69.687
22.575,69.927
22.574,69.749
22.586,70.017
22.591,70.029
22.595,69.649
22.614,69.734
22.63,69.973
22.633,69.956
22.646,69.899
22.648,69.857
22.663,70.142
22.665,69.956
22.677,70.266
22.684,70.36
22.693,70.083
22.698,70.142
22.709,69.795
22.719,70.104
22.723,70.203
22.724,69.932
22.74,69.852
22.742,70.122
22.755,70.001
22.769,70.124
22.778,69.705
22.789,70.096
22.795,70.106
22.793,70.163
22.795,69.711
22.804,70.135
22.819,69.983
22.836,69.771
22.838,70.065
22.852,69.981
22.851,70.069
22.853,69.949
22.862,69.893
22.88,69.785
22.889,69.864
22.899,70.163
22.907,70.217
22.917,69.672
22.929,69.726
22.936,69.644
22.949,69.883
22.95,69.97
22.962,70.049
22.964,69.89
22.982,69.94
22.984,70.121
22.984,69.857
22.984,69.48
23.001,69.533
23.017,70.054
23.023,70.102
23.031,69.975
23.04,69.783
23.045,69.794
23.062,69.629
23.064,69.934
23.081,69.789
23.077,69.822
23.097,70.277
23.1,70.409
23.11,70.576
23.115,70.212
23.114,69.946
23.125,70.118
23.134,70.219
23.15,70.03
23.158,70.196
23.171,70.169
23.173,70.22
23.194,69.806
23.193,69.753
23.212,70.374
23.216,70.227
23.227,70.265
23.228,69.89
23.24,70.281
23.251,70.173
23.261,69.965
23.269,70.361
23.273,70.279
23.287,70.195
23.304,70.179
23.307,69.802
23.306,69.852
23.307,70.166
23.32,70.241
23.335,70.154
23.344,70.198
23.347,70.145
23.363,70.077
23.37,69.859
23.38,70.024
23.383,69.531
23.398,69.79
23.403,69.986
23.418,69.883
23.422,70.547
23.436,69.617
23.45,69.965
23.456,70.429
23.47,70.362
23.474,70.316
23.485,69.881
23.492,70.293
23.493,70.168
23.5,69.655
23.515,69.801
23.533,69.798
23.533,70.165
23.534,70.281
23.531,70.074
23.551,70.491
23.55,70.598
23.56,70.076
23.578,70.058
23.586,70.033
23.597,69.818
23.604,69.696
23.617,69.827
23.626,70.028
23.63,70.144
23.644,69.986
23.643,70.243
23.662,70.231
23.662,70.06
23.664,70.23
23.679,70.184
