# Lambda phage dsDNA (48.5 kb)
# Buffer conditions: 500 mM NaCl, 10 mM Tris-HCl (pH 7.6)
# Bead diameter (um): 3.05
# Original file: 20130903-140841 050Mg 500NaCl #008-001
# Original file ID: C16EF511-775C-420D-A83A-2C970661C8D5
Bead-to-bead distance (um),Force (pN)
22.473,71.235
22.491,71.497
22.49,71.06
22.491,70.996
22.506,70.796
22.511,71.052
22.527,71.294
22.532,71.501
22.532,71.141
22.551,70.819
22.565,71.413
22.569,71.257
22.582,71.361
22.586,71.36
22.601,71.356
22.605,71.419
22.621,71.356
22.624,70.947
22.634,71.443
22.644,71.211
22.64,71.122
22.65,71.736
22.663,71.829
22.661,71.123
22.677,71.177
22.696,71.617
22.701,71.637
22.712,71.587
22.715,71.537
22.728,71.449
22.734,71.078
22.735,71.498
22.746,71.64
22.755,71.384
22.755,71.399
22.775,71.323
22.776,71.483
22.794,71.559
22.808,71.498
22.81,71.212
22.824,71.561
22.827,71.383
22.843,71.639
22.846,71.421
22.853,71.421
22.863,71.373
22.874,71.413
22.883,71.647
22.886,71.205
22.904,71.044
22.903,71.273
22.905,71.424
22.914,71.376
22.921,70.867
22.93,71.392
22.943,71.825
22.945,71.731
22.961,71.157
22.98,71.033
22.981,71.51
22.981,71.576
22.997,71.289
23.011,71.404
23.017,71.423
23.034,71.566
23.035,71.223
23.048,71.33
23.055,71.574
23.057,71.916
23.06,71.672
23.073,71.616
23.077,72.073
23.093,71.894
23.091,71.54
23.11,71.321
23.109,71.538
23.128,71.597
23.13,71.438
23.142,71.836
23.148,71.75
23.158,71.45
23.169,71.789
23.168,71.494
23.171,71.982
23.184,71.851
23.186,71.64
23.204,71.615
23.207,71.676
23.222,71.838
23.237,71.867
23.243,72.095
23.254,72.025
23.26,71.612
23.26,72.019
23.262,71.64
23.269,72.019
23.29,71.791
23.298,71.587
23.297,71.718
23.3,71.835
23.314,71.754
23.336,71.782
23.338,71.875
23.349,71.626
23.353,71.735
23.364,71.67
23.373,71.434
23.381,71.496
23.394,71.472
23.395,71.387
23.409,71.703
23.412,71.369
23.429,71.572
23.432,71.671
23.448,71.624
23.446,71.578
23.443,71.781
23.46,71.624
23.465,71.071
23.467,71.473
23.468,71.391
23.476,71.506
23.489,71.955
23.505,71.589
23.505,71.739
23.52,71.721
23.523,71.708
23.539,72.089
23.541,71.64
23.555,71.576
23.559,71.631
23.569,71.588
23.578,71.611
23.581,71.274
23.582,71.517
23.599,71.502
23.597,71.614
23.617,71.822
23.616,71.512
23.633,71.376
23.631,71.47
23.649,71.565
23.663,71.497
23.67,71.36
23.68,71.669
23.689,71.298
23.689,71.465
