# Lambda phage dsDNA (48.5 kb)
# Buffer conditions: 500 mM NaCl, 10 mM Tris-HCl (pH 7.6)
# Bead diameter (um): 3.05
# Original file: 20130903-145759 150Mg 500NaCl #002-001
# Original file ID: E8B86DD2-BB2C-4965-937A-4BA90B200509
Bead-to-bead distance (um),Force (pN)
19.819,50.065
19.831,50.468
19.836,50.879
19.843,51.041
19.853,51.83
19.855,51.785
19.863,52.611
19.87,52.625
19.882,53.368
19.88,53.498
19.89,53.41
19.895,54.05
19.891,54.224
19.904,54.419
19.907,55.426
19.912,55.65
19.926,55.83
19.935,56.244
19.936,56.368
19.95,56.459
19.95,57.238
19.95,57.832
19.962,57.874
19.98,58.189
19.98,58.533
19.993,58.51
19.995,58.317
19.993,58.943
19.995,59.062
20,59.305
20.007,59.712
20.012,60.384
20.025,60.389
20.038,60.843
20.038,61.102
20.05,61.257
20.054,61.493
20.062,62.22
20.071,62.31
20.078,62.282
20.085,62.682
20.094,62.536
20.101,62.872
20.1,63.27
20.104,63.632
20.116,63.707
20.119,64.112
20.128,64.356
20.146,64.64
20.15,64.957
20.16,64.719
20.16,65.012
20.162,65.448
20.172,65.817
20.182,65.699
20.195,66.115
20.198,65.93
20.21,66.256
20.212,66.197
20.211,66.621
20.211,66.814
20.226,66.744
20.227,67.407
20.234,67
20.25,66.941
20.263,67.226
20.266,67.323
20.281,67.613
20.279,67.514
20.298,67.579
20.298,67.91
20.313,67.786
20.318,67.463
20.329,67.795
20.336,68.074
20.335,68.333
20.349,68.295
20.354,68.668
20.361,68.682
20.373,68.664
20.389,68.894
20.388,69.365
20.386,69.5
20.402,69.224
20.424,69.68
20.424,69.624
20.432,69.236
20.439,69.48
20.44,69.482
20.438,69.466
20.446,69.635
20.455,69.757
20.456,69.926
20.476,69.926
20.486,70.136
20.493,70.007
20.504,70.426
20.514,70.202
20.522,70.505
20.528,70.826
20.533,71.144
20.541,70.875
20.548,71.209
20.561,71.249
20.563,70.739
20.578,70.935
20.582,70.976
20.578,70.963
20.595,71.02
20.597,71.341
20.614,71.69
20.619,71.7
20.631,71.538
20.631,71.159
20.634,71.418
20.651,71.354
20.65,71.62
20.669,71.91
20.686,71.147
20.683,71.366
20.704,71.529
20.704,71.377
20.716,71.61
20.722,71.977
20.722,72.058
20.726,71.277
20.739,71.483
20.748,71.725
20.765,71.907
20.763,72.086
20.777,72.301
20.782,72.035
20.792,71.763
20.79,71.49
20.81,71.676
20.811,71.906
20.83,72.036
20.828,71.851
20.829,71.779
20.843,72.074
20.851,72.016
20.853,72.469
20.871,72.173
20.88,72.305
20.887,72.331
20.901,72.004
20.902,72.427
20.905,72.267
20.92,72.213
20.94,72.372
20.942,72.394
20.949,72.388
20.958,72.315
20.968,72.278
20.976,72.628
20.976,71.881
20.978,72.133
20.997,72.321
20.999,72.297
21.012,72.815
21.019,72.573
21.034,72.243
21.034,72.2
21.049,72.129
21.059,72.436
21.071,72.284
21.07,72.16
21.086,72.481
21.091,71.98
21.091,72.41
21.104,72.27
21.109,72.13
21.114,72.366
21.13,72.438
21.146,72.369
21.146,72.135
21.166,71.745
21.167,72.281
21.171,72.723
21.178,72.471
21.198,72.221
21.207,72.314
21.215,72.567
21.222,72.277
21.235,72.446
21.242,72.411
21.24,72.548
21.247,72.399
21.26,72.533
21.258,72.847
21.276,73.011
21.276,72.156
21.293,72.284
21.3,72.076
21.311,72.506
21.318,72.747
21.327,72.619
21.328,72.368
21.342,72.219
21.353,72.209
21.35,72.403
21.357,72.185
21.372,72.194
21.376,72.51
21.393,72.289
21.406,72.11
21.411,72.043
21.422,72.729
21.427,72.758
21.424,72.61
21.436,72.441
21.45,72.685
21.462,72.369
21.468,72.192
21.481,72.361
21.489,72.436
21.501,72.181
21.502,72.631
21.501,72.668
21.51,72.526
21.52,72.337
21.524,72.318
21.54,72.183
21.542,73.046
21.556,72.729
21.554,73.171
21.573,72.642
21.573,72.58
21.589,72.939
21.594,72.49
21.606,72.182
21.609,72.477
21.607,72.226
21.626,72.416
21.63,72.207
21.639,72.951
21.648,72.94
21.653,73.054
21.666,72.792
21.682,73.023
21.683,73.02
21.696,72.619
21.697,73.236
21.715,72.739
21.716,72.93
21.731,72.997
21.733,73.141
21.749,73.063
21.753,73.084
21.754,72.912
21.759,73.002
21.775,72.405
21.777,72.486
21.79,73.085
21.79,73.137
21.807,73.008
21.81,72.976
21.826,73.205
21.826,73.26
21.83,73.081
21.84,72.723
21.847,72.923
21.849,72.778
21.852,72.551
21.864,73.347
21.868,73.127
21.881,72.525
21.881,73.097
21.904,73.074
21.913,73.133
21.92,72.665
21.932,72.943
21.943,72.805
21.952,73.101
21.961,72.966
21.968,73.058
21.978,72.904
21.986,72.53
21.998,72.855
21.999,73.207
22,72.971
22.016,72.92
22.017,73.126
22.036,72.941
22.052,72.998
22.054,73.158
22.068,73.058
22.073,73.435
22.084,73.271
22.102,72.8
22.113,72.81
22.115,73.015
22.118,73.244
22.137,72.836
22.15,72.753
22.15,72.83
22.15,73.09
22.168,72.951
22.182,73.009
22.191,72.97
22.2,73.146
22.208,73.347
22.21,73.315
22.222,72.852
22.225,72.815
22.245,73.289
22.247,72.835
22.266,73.278
22.264,72.944
22.283,73.023
22.282,73.223
22.301,73.095
22.303,73.25
22.301,72.757
22.309,72.965
22.322,73.211
22.328,72.841
22.341,72.857
22.34,72.866
22.348,72.861
22.364,72.992
22.379,73.254
22.383,72.832
22.38,73.102
22.396,73
22.396,72.843
